,Temperature (C)
153,12.105555555555554
154,12.77777777777778
155,13.81111111111111
156,16.016666666666666
157,17.127777777777776
158,17.144444444444446
159,17.77777777777778
160,17.77777777777778
161,17.805555555555557
162,16.15555555555555
163,14.05
164,13.08888888888889
165,12.288888888888888
166,12.77777777777778
167,12.727777777777776
168,12.266666666666666
169,11.71111111111111
170,10.82777777777778
171,12.2
172,12.2
173,11.688888888888888
174,11.205555555555556
175,11.133333333333333
176,11.43888888888889
177,13.033333333333337
178,17.244444444444444
179,17.73888888888889
180,17.84444444444445
181,18.86111111111111
182,18.666666666666664
183,17.82222222222222
184,17.800000000000004
185,17.349999999999998
186,16.06666666666667
187,14.933333333333334
188,13.922222222222224
189,12.755555555555556
190,12.755555555555556
191,12.372222222222224
192,11.183333333333334
193,11.666666666666666
194,8.977777777777776
195,10.577777777777776
196,10.533333333333337
197,10.58888888888889
198,9.983333333333333
199,11.022222222222224
200,13.538888888888888
201,13.88888888888889
202,15.0
203,17.183333333333334
204,16.2
205,17.75
206,18.40555555555555
207,17.82222222222222
208,17.31111111111111
209,17.505555555555553
210,17.266666666666666
211,15.13888888888889
212,13.25
213,12.294444444444444
214,10.699999999999998
215,9.855555555555558
216,9.522222222222222
217,8.405555555555557
218,13.011111111111113
219,7.733333333333334
220,6.138888888888888
221,6.472222222222221
222,6.627777777777777
223,8.68888888888889
224,11.994444444444447
225,13.766666666666667
226,15.088888888888889
227,16.455555555555556
228,17.31111111111111
229,17.872222222222224
230,19.038888888888884
231,18.97777777777777
232,19.00555555555555
233,19.01111111111111
234,17.866666666666664
235,17.266666666666666
236,16.188888888888886
237,14.883333333333333
238,14.327777777777776
239,14.511111111111113
240,14.372222222222222
241,14.877777777777778
242,10.405555555555551
243,12.82222222222222
244,12.8
245,12.82777777777778
246,12.266666666666666
247,12.266666666666666
248,12.183333333333334
249,12.17222222222222
250,12.711111111111112
251,15.605555555555558
252,16.022222222222226
253,17.200000000000003
254,17.21666666666667
255,17.82777777777778
256,17.82777777777778
257,17.733333333333334
258,16.272222222222222
259,13.166666666666668
260,13.255555555555556
261,13.011111111111113
262,12.455555555555556
263,12.488888888888887
264,9.555555555555555
265,10.622222222222222
266,8.722222222222223
267,10.533333333333337
268,9.444444444444445
269,9.888888888888888
270,10.366666666666664
271,8.88888888888889
272,9.97777777777778
273,12.2
274,13.961111111111112
275,14.944444444444445
276,16.183333333333334
277,16.366666666666667
278,17.372222222222224
279,17.672222222222224
280,17.72222222222222
281,16.238888888888887
282,14.066666666666666
283,13.955555555555556
284,12.288888888888888
285,10.02222222222222
286,9.377777777777778
287,9.416666666666668
288,11.827777777777776
289,10.761111111111113
290,12.155555555555557
291,9.67222222222222
292,8.15
293,10.2
294,10.116666666666667
295,10.16111111111111
296,11.244444444444447
297,12.244444444444444
298,13.91111111111111
299,15.616666666666667
300,15.072222222222225
301,15.072222222222225
302,14.266666666666667
303,16.016666666666666
304,15.02777777777778
305,13.944444444444445
306,12.916666666666666
307,12.894444444444446
308,12.4
309,12.266666666666666
310,12.22222222222222
311,11.25
312,11.52777777777778
313,11.538888888888891
314,9.43888888888889
315,11.43888888888889
316,11.394444444444442
317,11.52777777777778
318,11.949999999999998
319,11.97222222222222
320,12.633333333333336
321,12.755555555555556
322,13.844444444444443
323,13.172222222222224
324,15.066666666666666
325,17.244444444444444
326,16.316666666666666
327,17.383333333333333
328,15.272222222222224
329,17.45555555555556
330,16.22222222222222
331,15.083333333333334
332,13.994444444444444
333,12.17222222222222
334,11.08888888888889
335,11.094444444444443
336,9.883333333333333
337,9.355555555555558
338,9.86111111111111
339,8.272222222222222
340,8.866666666666667
341,8.816666666666666
342,7.155555555555556
343,8.850000000000001
344,11.177777777777775
345,12.388888888888888
346,14.144444444444446
347,17.1
348,18.93888888888889
349,17.916666666666668
350,19.98333333333333
351,20.07222222222222
352,20.07222222222222
353,20.083333333333336
354,19.08888888888889
355,17.45
356,15.56666666666667
357,12.494444444444447
358,12.244444444444444
359,11.416666666666664
360,10.555555555555555
361,10.466666666666669
362,10.250000000000002
363,9.355555555555558
364,8.311111111111112
365,8.81111111111111
366,8.733333333333333
367,11.93333333333333
368,14.516666666666667
369,18.73333333333333
370,20.02777777777778
371,21.03888888888889
372,20.738888888888887
373,22.31666666666667
374,22.11111111111111
375,22.73333333333333
376,22.77777777777778
377,21.216666666666665
378,20.18333333333333
379,18.011111111111113
380,17.422222222222224
381,13.961111111111112
382,13.28888888888889
383,12.322222222222225
384,11.116666666666664
385,10.533333333333337
386,12.383333333333333
387,9.86111111111111
388,8.872222222222222
389,8.672222222222222
390,7.688888888888891
391,10.911111111111111
392,14.83888888888889
393,18.8
394,21.094444444444445
395,22.027777777777786
396,22.82777777777778
397,22.916666666666668
398,23.916666666666668
399,23.911111111111115
400,23.93333333333333
401,23.916666666666668
402,22.82222222222222
403,21.22777777777777
404,19.07777777777778
405,17.061111111111114
406,14.905555555555551
407,13.083333333333332
408,12.711111111111112
409,12.127777777777776
410,11.81111111111111
411,12.016666666666667
412,12.044444444444444
413,10.627777777777778
414,9.911111111111111
415,12.555555555555555
416,15.005555555555553
417,17.33888888888889
418,19.1
419,21.261111111111106
420,22.41111111111111
421,22.938888888888894
422,23.927777777777774
423,23.96111111111111
424,23.96111111111111
425,23.111111111111107
426,22.82222222222222
427,21.11111111111111
428,18.188888888888886
429,16.016666666666666
430,15.466666666666669
431,14.605555555555554
432,13.311111111111112
433,12.733333333333334
434,13.788888888888888
435,10.577777777777776
436,10.483333333333333
437,10.288888888888891
438,9.972222222222223
439,13.638888888888888
440,16.73888888888889
441,18.83888888888889
442,21.16111111111111
443,22.58888888888889
444,22.89444444444444
445,24.00555555555555
446,24.00555555555555
447,23.97777777777777
448,25.04444444444444
449,24.07777777777778
450,22.38333333333334
451,21.20555555555556
452,18.261111111111116
453,17.200000000000003
454,15.994444444444444
455,15.961111111111109
456,15.444444444444445
457,14.372222222222222
458,13.605555555555558
459,12.82222222222222
460,12.750000000000002
461,11.416666666666664
462,12.333333333333336
463,14.905555555555551
464,15.894444444444446
465,17.227777777777774
466,17.82777777777778
467,17.916666666666668
468,19.05555555555556
469,20.14444444444445
470,20.26111111111111
471,21.20555555555556
472,21.25555555555556
473,20.23333333333333
474,19.07777777777778
475,17.944444444444443
476,15.494444444444444
477,14.144444444444446
478,14.538888888888891
479,14.138888888888893
480,13.4
481,13.42777777777778
482,11.588888888888889
483,14.422222222222224
484,13.916666666666664
485,13.4
486,13.866666666666667
487,14.905555555555551
488,15.933333333333334
489,17.127777777777776
490,18.75
491,18.96111111111111
492,19.994444444444444
493,21.11111111111111
494,21.094444444444445
495,21.17777777777778
496,21.22777777777777
497,20.100000000000005
498,19.02777777777778
499,17.849999999999998
500,16.261111111111113
501,14.983333333333333
502,14.466666666666663
503,13.944444444444445
504,12.316666666666668
505,11.761111111111113
506,10.82777777777778
507,10.13888888888889
508,10.627777777777778
509,10.605555555555558
510,10.072222222222225
511,11.161111111111111
512,12.888888888888893
513,15.050000000000002
514,15.16111111111111
515,16.272222222222222
516,17.800000000000004
517,17.938888888888894
518,18.855555555555554
519,17.988888888888887
520,17.96111111111111
521,17.36111111111111
522,16.25
523,14.122222222222224
524,12.95
525,12.244444444444444
526,11.688888888888888
527,11.155555555555557
528,9.216666666666669
529,8.683333333333334
530,9.188888888888888
531,8.594444444444443
532,7.505555555555554
533,6.216666666666665
534,5.855555555555555
535,5.933333333333334
536,10.405555555555551
537,12.544444444444444
538,13.861111111111112
539,15.977777777777776
540,17.266666666666666
541,17.84444444444445
542,16.427777777777777
543,17.77777777777778
544,17.84444444444445
545,17.299999999999997
546,15.18333333333333
547,13.005555555555553
548,12.694444444444445
549,12.194444444444446
550,12.083333333333334
551,10.616666666666667
552,11.6
553,11.022222222222224
554,11.88888888888889
555,10.416666666666666
556,10.3
557,9.483333333333333
558,9.772222222222224
559,10.933333333333334
560,11.655555555555551
561,13.93888888888889
562,15.02777777777778
563,16.038888888888888
564,15.227777777777776
565,16.20555555555556
566,17.299999999999997
567,17.77777777777778
568,17.800000000000004
569,17.26111111111111
570,17.200000000000003
571,15.02222222222222
572,13.927777777777775
573,12.366666666666664
574,12.294444444444444
575,12.788888888888891
576,9.533333333333331
577,9.972222222222223
578,4.911111111111113
579,7.916666666666667
580,7.383333333333332
581,7.972222222222222
582,8.816666666666666
583,8.794444444444444
584,7.88888888888889
585,7.799999999999999
586,7.822222222222221
587,7.944444444444443
588,8.077777777777776
589,10.227777777777776
590,11.361111111111112
591,12.449999999999998
592,12.916666666666666
593,12.550000000000002
594,12.383333333333333
595,10.227777777777776
596,9.227777777777778
597,7.827777777777779
598,6.67777777777778
599,6.122222222222224
600,5.327777777777779
601,4.355555555555558
602,9.27222222222222
603,4.261111111111112
604,3.2166666666666663
605,3.905555555555556
606,2.7111111111111126
607,3.816666666666665
608,6.883333333333334
609,8.93888888888889
610,11.205555555555556
611,12.85
612,13.961111111111112
613,14.97777777777778
614,14.02777777777778
615,15.02222222222222
616,15.044444444444444
617,15.088888888888889
618,14.949999999999998
619,13.816666666666666
620,12.916666666666666
621,13.838888888888889
622,12.755555555555556
623,12.650000000000002
624,11.688888888888888
625,10.627777777777778
626,5.666666666666668
627,10.050000000000002
628,9.97777777777778
629,9.77777777777778
630,8.661111111111113
631,7.550000000000002
632,7.233333333333336
633,6.044444444444446
634,6.094444444444444
635,6.116666666666665
636,6.066666666666667
637,6.038888888888888
638,6.888888888888888
639,7.061111111111112
640,6.038888888888888
641,6.072222222222222
642,5.044444444444443
643,5.022222222222222
644,5.033333333333335
645,5.0
646,4.977777777777778
647,4.933333333333335
648,4.466666666666666
649,4.444444444444445
650,4.01111111111111
651,4.905555555555555
652,4.883333333333333
653,4.388888888888888
654,4.8388888888888895
655,4.811111111111109
656,4.944444444444444
657,7.200000000000001
658,7.777777777777778
659,8.72777777777778
660,8.983333333333334
661,10.0
662,10.094444444444443
663,11.06111111111111
664,10.13888888888889
665,11.011111111111113
666,10.116666666666667
667,7.916666666666667
668,7.333333333333335
669,5.050000000000002
670,3.933333333333332
671,4.094444444444443
672,3.800000000000002
673,2.688888888888891
674,5.0666666666666655
675,2.6
676,1.583333333333334
677,2.155555555555557
678,0.9555555555555548
679,0.9555555555555548
680,5.594444444444445
681,9.822222222222225
682,11.072222222222225
683,11.055555555555555
684,12.244444444444444
685,12.85
686,12.888888888888893
687,12.916666666666666
688,13.88888888888889
689,13.02222222222222
690,12.383333333333333
691,10.205555555555556
692,9.144444444444446
693,7.827777777777779
694,7.733333333333334
695,7.144444444444444
696,6.016666666666666
697,5.46111111111111
698,8.244444444444447
699,3.838888888888887
700,2.244444444444444
701,2.0222222222222226
702,2.1722222222222203
703,3.661111111111113
704,6.111111111111111
705,10.005555555555553
706,12.244444444444444
707,12.938888888888888
708,13.983333333333334
709,15.094444444444449
710,16.25
711,17.266666666666666
712,17.288888888888888
713,17.38888888888889
714,17.288888888888888
715,15.088888888888889
716,11.71111111111111
717,11.161111111111111
718,10.027777777777777
719,10.13888888888889
720,21.016666666666666
721,19.444444444444443
722,20.72222222222222
723,18.79444444444444
724,17.733333333333334
725,17.605555555555554
726,18.73333333333333
727,22.555555555555557
728,24.761111111111106
729,27.17222222222222
730,28.911111111111115
731,30.95555555555556
732,32.17222222222222
733,32.12777777777777
734,31.98333333333333
735,32.538888888888884
736,31.977777777777774
737,32.01111111111111
738,30.944444444444443
739,28.572222222222223
740,27.09444444444444
741,24.694444444444443
742,24.13888888888889
743,23.122222222222224
744,15.56111111111111
745,15.494444444444444
746,16.53888888888889
747,13.800000000000002
748,13.316666666666666
749,12.605555555555554
750,12.327777777777776
751,14.966666666666663
752,16.261111111111113
753,16.25
754,18.88888888888889
755,21.350000000000005
756,21.20555555555556
757,22.338888888888885
758,23.033333333333328
759,23.911111111111115
760,24.97777777777777
761,23.8
762,23.594444444444445
763,22.50555555555556
764,20.016666666666666
765,19.91111111111111
766,19.35555555555556
767,17.883333333333333
768,17.25
769,16.62777777777778
770,15.844444444444449
771,17.0
772,17.066666666666666
773,16.505555555555556
774,14.983333333333333
775,16.022222222222226
776,16.16111111111111
777,18.84444444444445
778,21.116666666666667
779,22.50555555555556
780,23.79444444444444
781,23.88888888888889
782,25.83333333333333
783,25.92777777777778
784,25.0
785,24.944444444444446
786,24.92777777777778
787,22.800000000000004
788,19.33888888888889
789,17.805555555555557
790,17.783333333333335
791,16.48888888888889
792,15.694444444444445
793,15.627777777777778
794,16.211111111111112
795,15.577777777777776
796,15.577777777777776
797,15.605555555555558
798,15.050000000000002
799,17.066666666666666
800,17.483333333333334
801,17.666666666666668
802,18.8
803,19.683333333333337
804,18.82222222222222
805,20.0
806,21.149999999999995
807,23.65555555555555
808,23.616666666666667
809,23.81666666666667
810,22.03888888888889
811,19.95
812,18.922222222222224
813,17.266666666666666
814,16.177777777777777
815,15.833333333333334
816,16.733333333333334
817,16.71111111111111
818,16.266666666666666
819,16.13888888888889
820,16.08888888888889
821,15.555555555555555
822,14.516666666666667
823,17.08888888888889
824,17.666666666666668
825,19.79444444444444
826,22.016666666666666
827,21.13888888888889
828,21.04444444444444
829,18.93888888888889
830,18.916666666666668
831,20.05
832,21.06666666666667
833,20.05
834,20.0
835,18.86666666666666
836,17.955555555555552
837,17.711111111111112
838,17.733333333333334
839,16.79444444444444
840,16.666666666666668
841,16.16111111111111
842,17.01111111111111
843,16.116666666666664
844,16.116666666666664
845,15.555555555555555
846,14.005555555555556
847,16.116666666666664
848,16.049999999999997
849,16.211111111111112
850,17.805555555555557
851,18.883333333333333
852,20.18888888888889
853,22.266666666666666
854,22.355555555555554
855,23.86666666666666
856,23.88888888888889
857,22.955555555555552
858,22.47777777777777
859,20.85555555555556
860,19.16111111111111
861,17.733333333333334
862,18.238888888888887
863,17.816666666666663
864,17.711111111111112
865,17.200000000000003
866,15.305555555555555
867,16.549999999999997
868,16.094444444444445
869,15.550000000000002
870,14.933333333333334
871,17.08888888888889
872,18.65555555555555
873,19.81111111111111
874,21.06111111111111
875,22.20555555555556
876,22.75
877,23.79444444444444
878,23.48333333333333
879,23.96111111111111
880,24.95
881,23.95555555555556
882,23.95555555555556
883,23.86111111111111
884,19.26666666666667
885,17.288888888888888
886,16.622222222222224
887,16.67222222222222
888,15.072222222222225
889,14.516666666666667
890,17.84444444444445
891,14.444444444444445
892,13.88888888888889
893,14.43333333333333
894,14.927777777777775
895,17.044444444444444
896,18.788888888888884
897,21.16111111111111
898,23.86666666666666
899,24.966666666666665
900,26.13333333333334
901,27.22222222222222
902,27.73888888888889
903,27.77777777777778
904,27.800000000000004
905,27.872222222222224
906,26.15555555555555
907,23.97777777777777
908,22.57222222222222
909,21.13888888888889
910,20.438888888888894
911,20.427777777777774
912,19.35555555555556
913,18.75
914,19.87777777777778
915,17.22222222222222
916,16.644444444444446
917,16.549999999999997
918,16.094444444444445
919,17.666666666666668
920,20.78333333333333
921,22.73333333333333
922,26.016666666666666
923,26.12777777777778
924,28.838888888888885
925,29.00555555555555
926,31.03333333333333
927,31.13333333333334
928,31.13333333333334
929,31.21111111111112
930,30.022222222222226
931,27.872222222222224
932,25.40555555555556
933,22.75555555555555
934,22.68888888888889
935,21.2
936,21.550000000000004
937,21.43888888888889
938,19.50555555555556
939,19.86111111111111
940,19.33333333333333
941,18.75
942,18.84444444444445
943,19.91111111111111
944,22.10555555555556
945,24.95
946,25.0
947,27.3
948,27.96666666666667
949,30.11666666666666
950,31.04444444444444
951,31.20555555555556
952,32.17222222222222
953,32.544444444444444
954,31.03888888888889
955,28.95555555555556
956,26.47777777777777
957,22.916666666666668
958,23.383333333333336
959,22.45
960,22.600000000000005
961,19.98333333333333
962,20.95555555555556
963,18.87222222222222
964,18.33888888888889
965,18.850000000000005
966,17.27777777777778
967,19.916666666666664
968,23.600000000000005
969,25.99444444444445
970,27.73333333333333
971,28.79444444444444
972,29.88333333333334
973,30.97222222222222
974,31.916666666666668
975,32.12777777777777
976,32.12777777777777
977,31.08333333333333
978,31.016666666666666
979,27.266666666666666
980,25.455555555555552
981,22.800000000000004
982,23.216666666666672
983,22.23888888888889
984,20.416666666666668
985,19.88333333333334
986,16.81111111111111
987,19.377777777777776
988,18.86666666666666
989,18.883333333333333
990,17.872222222222224
991,18.93888888888889
992,20.08888888888889
993,21.088888888888885
994,22.17777777777778
995,23.53333333333333
996,23.84444444444445
997,24.95555555555556
998,25.92222222222222
999,24.96111111111112
1000,24.79444444444444
1001,23.75555555555556
1002,22.127777777777776
1003,21.06111111111111
1004,21.06666666666667
1005,18.86666666666666
1006,18.266666666666666
1007,17.87777777777778
1008,21.088888888888885
1009,21.550000000000004
1010,18.78333333333333
1011,19.97777777777777
1012,20.99444444444445
1013,19.98888888888889
1014,18.86666666666666
1015,22.08888888888889
1016,23.772222222222226
1017,27.17777777777778
1018,28.79444444444444
1019,30.86111111111111
1020,32.03888888888889
1021,32.58888888888888
1022,32.638888888888886
1023,32.150000000000006
1024,31.08333333333333
1025,32.077777777777776
1026,30.97222222222222
1027,28.86111111111111
1028,26.411111111111115
1029,23.81666666666667
1030,23.311111111111103
1031,24.53888888888889
1032,21.966666666666672
1033,19.88333333333334
1034,14.988888888888887
1035,17.77777777777778
1036,17.22222222222222
1037,16.766666666666666
1038,17.17777777777778
1039,17.711111111111112
1040,17.76111111111111
1041,19.90555555555555
1042,21.116666666666667
1043,21.194444444444446
1044,22.25
1045,21.25555555555556
1046,22.64444444444445
1047,22.80555555555556
1048,22.82777777777778
1049,22.633333333333333
1050,20.18888888888889
1051,20.18333333333333
1052,19.07222222222222
1053,17.872222222222224
1054,17.25
1055,16.327777777777776
1056,15.055555555555555
1057,14.988888888888887
1058,13.205555555555556
1059,13.366666666666667
1060,14.31666666666667
1061,14.33888888888889
1062,12.744444444444444
1063,14.849999999999998
1064,17.47222222222222
1065,19.97777777777777
1066,22.17777777777778
1067,22.700000000000003
1068,23.911111111111115
1069,24.95
1070,25.011111111111106
1071,25.016666666666666
1072,24.92777777777778
1073,23.994444444444444
1074,23.811111111111117
1075,21.16111111111111
1076,19.850000000000005
1077,17.200000000000003
1078,16.688888888888886
1079,16.27777777777778
1080,15.02777777777778
1081,13.961111111111112
1082,13.244444444444447
1083,13.316666666666666
1084,12.3
1085,12.550000000000002
1086,12.205555555555556
1087,13.805555555555555
1088,16.15555555555555
1089,17.783333333333335
1090,19.93333333333333
1091,21.08333333333333
1092,20.02777777777778
1093,20.077777777777776
1094,20.977777777777774
1095,22.338888888888885
1096,23.73333333333333
1097,22.661111111111115
1098,22.77777777777778
1099,21.13888888888889
1100,18.033333333333328
1101,16.211111111111112
1102,16.094444444444445
1103,15.572222222222225
1104,13.900000000000002
1105,13.855555555555554
1106,15.18888888888889
1107,11.67777777777778
1108,11.094444444444443
1109,10.78888888888889
1110,10.999999999999998
1111,12.6
1112,17.522222222222222
1113,19.98888888888889
1114,22.25
1115,22.944444444444443
1116,24.95555555555556
1117,25.05
1118,25.98333333333333
1119,26.13333333333334
1120,25.06666666666667
1121,25.21111111111111
1122,25.04444444444444
1123,22.33333333333333
1124,20.311111111111117
1125,17.755555555555556
1126,18.172222222222217
1127,17.26111111111111
1128,17.061111111111114
1129,16.622222222222224
1130,14.761111111111113
1131,15.066666666666666
1132,16.16111111111111
1133,15.116666666666667
1134,15.02222222222222
1135,17.105555555555554
1136,17.294444444444444
1137,20.9
1138,22.649999999999995
1139,22.58888888888889
1140,22.03888888888889
1141,22.22222222222222
1142,22.33333333333333
1143,22.82777777777778
1144,23.81666666666667
1145,22.861111111111114
1146,22.700000000000003
1147,22.016666666666666
1148,19.922222222222224
1149,17.711111111111112
1150,17.22222222222222
1151,17.255555555555556
1152,16.06666666666667
1153,16.022222222222226
1154,15.094444444444449
1155,13.794444444444444
1156,13.355555555555554
1157,13.916666666666664
1158,13.838888888888889
1159,13.88888888888889
1160,15.2
1161,17.75
1162,21.03888888888889
1163,22.2
1164,22.77777777777778
1165,23.88888888888889
1166,24.81111111111111
1167,24.92777777777778
1168,24.92777777777778
1169,24.87222222222222
1170,23.83888888888889
1171,22.17222222222222
1172,18.46111111111112
1173,16.133333333333333
1174,15.555555555555555
1175,15.599999999999998
1176,14.07222222222222
1177,14.461111111111112
1178,16.72222222222222
1179,15.488888888888887
1180,13.88888888888889
1181,12.672222222222224
1182,13.838888888888889
1183,15.050000000000002
1184,17.711111111111112
1185,21.0
1186,22.666666666666668
1187,23.666666666666664
1188,24.93333333333333
1189,24.86111111111111
1190,24.838888888888885
1191,25.0
1192,26.11111111111111
1193,25.91111111111111
1194,23.88888888888889
1195,21.11111111111111
1196,18.244444444444447
1197,17.244444444444444
1198,16.177777777777777
1199,17.794444444444444
1200,16.666666666666668
1201,16.188888888888886
1202,13.35
1203,15.555555555555555
1204,15.0
1205,14.516666666666667
1206,15.0
1207,15.0
1208,15.0
1209,15.116666666666667
1210,15.116666666666667
1211,16.244444444444447
1212,17.872222222222224
1213,19.050000000000004
1214,20.91666666666667
1215,21.06111111111111
1216,21.11111111111111
1217,21.21111111111112
1218,20.07222222222222
1219,17.89444444444444
1220,17.488888888888887
1221,16.16111111111111
1222,16.16111111111111
1223,15.166666666666666
1224,13.872222222222222
1225,12.755555555555556
1226,12.0
1227,12.750000000000002
1228,13.355555555555554
1229,13.583333333333336
1230,13.91111111111111
1231,14.949999999999998
1232,14.922222222222224
1233,14.905555555555551
1234,13.91111111111111
1235,14.97222222222222
1236,16.16111111111111
1237,17.82777777777778
1238,18.772222222222226
1239,19.899999999999995
1240,19.95
1241,19.105555555555554
1242,18.93333333333333
1243,16.227777777777778
1244,14.305555555555555
1245,12.85
1246,12.755555555555556
1247,12.383333333333333
1248,17.13888888888889
1249,16.622222222222224
1250,19.361111111111107
1251,16.016666666666666
1252,16.038888888888888
1253,16.122222222222224
1254,17.061111111111114
1255,17.200000000000003
1256,17.783333333333335
1257,17.849999999999998
1258,17.872222222222224
1259,18.08888888888889
1260,19.08333333333333
1261,22.25555555555556
1262,22.68333333333333
1263,24.78888888888889
1264,24.87777777777778
1265,24.88333333333334
1266,24.83333333333333
1267,23.61111111111111
1268,22.127777777777776
1269,19.92777777777778
1270,19.88333333333334
1271,19.922222222222224
1272,11.644444444444446
1273,11.083333333333336
1274,11.322222222222225
1275,12.17222222222222
1276,12.17222222222222
1277,12.694444444444445
1278,12.2
1279,12.22222222222222
1280,12.305555555555555
1281,12.249999999999998
1282,12.3
1283,12.738888888888887
1284,12.82777777777778
1285,12.872222222222224
1286,13.766666666666667
1287,13.93888888888889
1288,13.988888888888887
1289,14.911111111111111
1290,15.072222222222225
1291,13.93888888888889
1292,13.08888888888889
1293,12.85
1294,12.3
1295,12.711111111111112
1296,12.22222222222222
1297,11.666666666666666
1298,13.461111111111109
1299,11.116666666666664
1300,12.77777777777778
1301,11.11111111111111
1302,11.161111111111111
1303,12.711111111111112
1304,12.788888888888891
1305,13.88888888888889
1306,15.944444444444445
1307,15.283333333333331
1308,15.016666666666667
1309,14.994444444444447
1310,14.094444444444443
1311,15.13888888888889
1312,16.16111111111111
1313,17.061111111111114
1314,17.22222222222222
1315,16.11111111111111
1316,15.0
1317,15.0
1318,14.97777777777778
1319,14.333333333333334
1320,19.4
1321,19.422222222222217
1322,15.82777777777778
1323,19.283333333333328
1324,18.79444444444444
1325,17.82222222222222
1326,17.755555555555556
1327,18.772222222222226
1328,18.766666666666666
1329,17.711111111111112
1330,17.711111111111112
1331,18.788888888888884
1332,19.79444444444444
1333,19.93333333333333
1334,20.89444444444445
1335,19.93333333333333
1336,18.916666666666668
1337,19.022222222222226
1338,18.96111111111111
1339,18.88888888888889
1340,18.811111111111117
1341,17.155555555555555
1342,17.59444444444445
1343,16.62777777777778
1344,16.461111111111112
1345,15.444444444444445
1346,13.65
1347,14.36111111111111
1348,13.827777777777778
1349,13.438888888888888
1350,13.827777777777778
1351,14.911111111111111
1352,15.055555555555555
1353,16.13888888888889
1354,16.227777777777778
1355,17.255555555555556
1356,17.41111111111111
1357,17.938888888888894
1358,19.08333333333333
1359,20.161111111111115
1360,22.266666666666666
1361,22.5
1362,21.22777777777777
1363,21.105555555555554
1364,19.05555555555556
1365,17.25
1366,16.16111111111111
1367,15.32777777777778
1368,13.988888888888887
1369,13.93888888888889
1370,15.405555555555551
1371,12.738888888888887
1372,12.738888888888887
1373,12.422222222222222
1374,12.17777777777778
1375,13.916666666666664
1376,17.555555555555557
1377,19.90555555555555
1378,21.016666666666666
1379,22.03888888888889
1380,22.10555555555556
1381,23.744444444444444
1382,24.59444444444444
1383,22.649999999999995
1384,23.75
1385,23.772222222222226
1386,22.24444444444445
1387,22.10555555555556
1388,19.194444444444443
1389,17.244444444444444
1390,16.71111111111111
1391,16.761111111111113
1392,15.144444444444442
1393,15.672222222222224
1394,16.188888888888886
1395,16.06666666666667
